,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Kubachinian,0.114961,0.106631,-0.024701,0.012382,-0.0397,0.016687,0.008069,-0.005384,-0.06347,-0.044253,8.1e-05,0.007793,-0.013082,-0.009725,0.015744,-0.003956,-0.002456,-0.002344,-0.000335,0.007587,0.001456,-0.000268,0.009696,0.007853,-0.002834
Kumyk,0.106538,0.088757,-0.022627,-0.016602,-0.034037,-0.000669,0.010246,0.000923,-0.043973,-0.023472,-0.002046,0.002068,-0.010585,-0.001294,0.002416,-0.00472,0.003181,-0.002154,-0.007517,0.007704,0.003394,0.003462,0.002736,0.001084,0.000623
Kurdish,0.096129,0.114847,-0.061711,-0.037409,-0.04205,-0.007175,0.006708,-0.002727,-0.030418,-0.013585,0.000295,-0.000463,0.001933,-0.001739,0.003405,0.013826,0.001802,0.001831,0.000114,-0.009232,0.000567,-0.005238,0.000224,-0.002739,0.002787
Kurumba,0.0387,-0.089367,-0.177247,0.113051,-0.075091,0.058288,0.001645,0.01223,0.049699,0.033714,-0.001137,0.004046,-0.001933,0.011973,-0.009636,-0.003978,0.003781,0.002027,-0.004651,0.000625,0.006239,0.001237,-0.004067,-0.003856,-0.00012
Kusunda,0.022927,-0.307851,-0.067666,0.030916,-0.006859,0.028009,-0.000436,0.00811,0.025098,0.022051,-0.055235,-0.005417,0.006138,-0.003146,-0.011187,-0.007747,0.007953,-0.005249,-0.007344,0.011774,0.000642,0.023353,0.0025,0.000396,0.022513
Lahu,0.015772,-0.433922,-0.035773,-0.055418,0.102569,0.047491,0.000705,-0.007483,-0.011161,-0.006717,-0.003526,-0.000706,-6.4e-05,-0.001553,-0.002055,0.000682,0.002291,-0.000796,-0.003968,0.001501,0.00025,0.017046,0.006022,0.002668,0.029715
Lak,0.113444,0.101891,-0.0229,0.009026,-0.040931,0.012813,0.006123,-0.004243,-0.059641,-0.042653,-0.000713,0.007668,-0.01072,-0.00799,0.018533,-0.000206,0.000283,-0.002541,-0.004902,0.006468,-0.001685,-0.001085,0.006286,0.009379,-0.002555
Laka,-0.616352,0.063471,0.014896,0.010175,-0.001231,0.009482,-0.029729,0.033114,-0.018918,0.004465,-0.000406,0.006594,0.005352,0.001376,0.006718,-0.007292,0.005737,-0.002597,0.011313,-0.006003,-0.000374,-0.001175,0.002711,0.000361,-0.001138
Latvian,0.135449,0.122473,0.088774,0.089471,0.043208,0.034025,0.012597,0.014076,-0.002168,-0.036885,-0.003573,-0.013818,0.023221,0.031378,-0.010559,0.004057,0.002712,-0.00038,0.001609,0.004302,-0.002795,-0.005713,0.009071,-0.009327,0.002634
Lebanese_Christian,0.088149,0.145785,-0.048858,-0.078848,-0.012891,-0.03074,-0.000496,-0.004282,0.005181,0.010225,0.006658,-0.004529,0.01039,0,-0.010315,0.008471,-0.002101,0.001788,0.002542,-0.000125,0.000763,-0.000302,-0.00141,0.002356,-0.001211
Lebanese_Druze,0.084115,0.140448,-0.049667,-0.070091,-0.015664,-0.025184,-0.002421,-0.005331,-0.002311,0.007599,0.005148,-0.003027,0.009083,0.002023,-0.006867,0.006165,-0.002086,0.000836,0.002476,-0.000913,-0.001323,0.001941,0.000246,0.002518,-0.000587
Lebanese_Muslim,0.075744,0.134788,-0.045049,-0.067273,-0.016478,-0.022311,-0.000791,-0.00579,0.000576,0.003645,0.004591,-0.003828,0.012014,0.002803,-0.008649,0.003869,-0.002359,0.000415,0.001623,0.000705,-0.00169,-0.001147,-0.003081,0.001764,-0.000675
Lebbo,0.008727,-0.417383,-0.074795,-0.037468,0.154183,0.049457,-0.008069,-0.015461,-0.018203,-0.019803,0.080057,0.012889,-0.013925,0.004037,0.00941,0.004066,-0.008692,0.001647,0.00993,0.000625,-0.006489,-0.015539,-0.012489,-0.005704,-0.021715
Lemande,-0.626027,0.063471,0.016782,0.018088,-0.000615,0.011435,-0.025851,0.02896,-0.036201,0.021777,0.003085,-0.002698,0.001041,0.001376,-0.001221,-0.001326,-0.004759,-0.00133,-0.00044,0.000563,0.001123,-0.000989,-0.004129,-0.000542,-0.000359
Li,0.015366,-0.446071,-0.040258,-0.066538,0.129101,0.064005,-5.9e-05,-0.009807,-0.02035,-0.014397,0.006293,-0.003072,0.00197,-0.009599,-0.000984,0.006066,0.005378,0.003041,-0.00176,-0.01607,0.015629,0.007574,0.018641,-0.000331,-0.008622
Libyan,-0.047686,0.130949,-0.021933,-0.080955,0.008973,-0.034568,-0.020953,0.003024,0.052067,0.009822,0.006136,-0.012392,0.029224,-0.004998,0.008522,-0.000509,-0.003788,-0.009575,-0.020118,0.011269,-0.002811,-0.013263,0.009399,0.000799,-0.000296
Libyan_Jew,0.067839,0.145424,-0.028887,-0.068412,0.004493,-0.024431,-0.005828,-0.004661,0.019921,0.020155,0.005391,-0.001049,0.007909,-0.001514,-0.000516,0.00236,-0.004198,-0.001394,-0.006184,-0.002626,-0.001597,-0.007939,0.007937,-0.002458,0.002371
Lithuanian_PA,0.133742,0.124148,0.07962,0.074613,0.042162,0.029109,0.008725,0.013413,-0.003733,-0.02631,-0.003512,-0.009104,0.018675,0.026647,-0.011876,0.003497,0.004286,0.001029,0.003928,0.001235,-0.006052,-0.003292,0.009398,-0.006552,-0.000284
Lithuanian_PZ,0.135677,0.125519,0.088397,0.087114,0.044562,0.035447,0.010646,0.015669,-0.003007,-0.034752,-0.006788,-0.012978,0.023057,0.031516,-0.007112,-0.003222,-0.003481,-0.001634,0.000817,0.003427,-0.002346,-0.005948,0.008442,-0.009013,0.000515
Lithuanian_RA,0.135108,0.124098,0.083306,0.080524,0.043116,0.029423,0.012315,0.015207,-0.0045,-0.032347,-0.00302,-0.012469,0.024053,0.030002,-0.015296,0.001724,0.007002,-0.001394,0.00494,0.003014,-0.005328,-0.006034,0.010057,-0.006639,-0.000371
Lithuanian_SZ,0.134767,0.125824,0.086134,0.087727,0.044839,0.031543,0.012808,0.018553,-0.001963,-0.035354,-0.003914,-0.012739,0.023503,0.029603,-0.012391,0.001856,0.005111,-0.00128,0.002087,0.002151,-0.002957,-0.006764,0.007025,-0.010423,0.002934
Lithuanian_VA,0.134425,0.125723,0.082476,0.075098,0.043331,0.027889,0.009988,0.014884,-0.002045,-0.029868,-0.002955,-0.013833,0.020039,0.028006,-0.011061,0.002943,0.006141,-0.00057,0.002313,0.006115,-0.003731,-0.00481,0.007235,-0.007881,-0.000862
Lithuanian_VZ,0.137299,0.12618,0.085088,0.082365,0.044431,0.032665,0.010487,0.017624,-0.003605,-0.031527,-0.003613,-0.009704,0.019976,0.030139,-0.01045,-0.004558,-0.000603,0.001283,0.003252,0.001344,-0.004383,-0.005673,0.00835,-0.005874,-0.001317
Luhya_Kenya,-0.597897,0.063688,0.017186,0.007106,0,0.005857,-0.014503,0.018889,0.004529,-0.021582,-0.005057,0.015993,-0.032875,0.001199,-0.030401,0.026726,-0.01803,-0.002443,-0.009948,0.004717,0.001693,0.000194,0.003416,0.003976,0.000667
Luo,-0.601413,0.063598,0.016735,0.00642,-0.002847,0.007216,-0.011839,0.015374,0.008232,-0.026903,-0.007754,0.012214,-0.030513,0.000843,-0.023208,0.014336,-0.016461,-0.002692,-0.006615,0.001063,0.001544,0.000587,0.002681,0.001687,-0.001886
Luzon,0.010244,-0.4316,-0.055814,-0.053295,0.137256,0.061077,-0.004465,-0.00923,-0.018407,-0.014397,0.043033,0.004196,-0.004014,-0.00578,0.012351,0.009944,-0.005476,0.005068,0.007668,-0.008629,0.004492,-0.029306,-0.000493,-0.006748,-0.051492
Macedonian,0.125205,0.141362,0.030547,0.004264,0.027328,0.005522,0.006392,0.003738,0.000286,0.003353,-3.2e-05,6e-05,0.002646,0.011588,-0.015744,-0.001193,0.00798,0.000659,0.004299,-0.004477,-0.011654,-0.000668,0.003993,-0.000988,-0.000335
Mada,-0.594726,0.059916,0.011125,0.003876,-0.000923,0.004323,-0.037367,0.034152,0.011862,-0.025513,-0.008038,0.008467,-0.00446,-0.000482,0.003664,-0.008353,0.011995,-0.011845,0.002263,-0.00963,-0.002745,-0.003153,0.003574,-0.002048,0.000599
Madiga,0.031301,-0.11577,-0.182715,0.124033,-0.071244,0.065958,-0.005758,0.014884,0.066982,0.047381,-0.003004,0,-0.001115,0.002408,-0.013436,-0.005768,0.014864,-0.00228,-0.000691,0.011631,0.004305,0.00272,0.002095,0.007832,-0.008981
Magar,0.024586,-0.355638,-0.033036,-0.00562,0.007017,0.020805,0.002961,0.007615,0.015339,0.014615,-0.063559,-0.008992,0.007879,-0.002174,-0.012161,-0.003421,0.004303,-0.005625,-0.00905,0.006078,0.003768,0.024731,0.006557,0.001566,0.030297
Makrani,0.052169,0.063301,-0.100377,0.019488,-0.069911,0.022637,0.004896,0.001769,-0.025088,-0.020319,-2.7e-05,-0.006719,0.008275,-0.010643,0.01269,0.03202,-0.009931,0.002808,0.004818,-0.025804,0.005428,-0.013725,-0.001541,-0.021127,0.015188
Mala,0.029594,-0.121186,-0.189063,0.134369,-0.072834,0.065168,-0.002507,0.017692,0.070902,0.046956,-0.005251,-0.001798,0.000842,0.009404,-0.01502,-0.014099,0.003216,-0.001731,-0.002263,0.009296,0.007154,0.002968,-0.000246,0.004017,-0.007903
Malay,0.012521,-0.385901,-0.072105,-0.027907,0.122238,0.054216,-0.002961,-0.007246,-0.011126,-0.015672,0.058232,0.006624,-0.007255,0.002312,0.00722,0.001273,-0.005241,-0.000152,0.00269,0.002226,-0.009658,-0.004996,-0.00917,-0.002651,0.000742
Malayan,0.006829,-0.155376,-0.188183,0.134046,-0.056318,0.054941,-0.00658,0.012461,0.085491,0.05868,0.003248,0.002248,-0.001487,0.014588,-0.017915,-0.014452,0.013299,0.001014,0.003142,0.023261,0.009608,0.012736,-0.006162,0.001084,-0.010418
Maltese,0.091912,0.14649,-0.002498,-0.043403,0.013272,-0.017814,-0.004406,-0.000923,0.011095,0.020524,0.00615,0.000974,-0.002899,-0.000723,-0.004258,0.000878,-0.000407,-0.003769,-0.000487,-0.002361,-0.006145,-0.002597,0.002819,0.00119,0.002904
Mandenka,-0.607499,0.063866,0.018269,0.010695,-0.000222,0.009048,-0.037954,0.038562,-0.030804,0.025857,0.005079,-0.001224,0.019499,-0.000994,0.016535,-0.012125,0.010916,-0.000267,-0.001941,-0.002202,-0.001795,-0.005647,0.000596,-0.001004,0.001497
Mansi,0.085856,-0.166256,0.10915,0.061739,-0.073112,-0.022072,0.008964,0.016944,0.001256,-0.034833,0.052289,-0.003832,0.019623,-0.071524,-0.024798,-0.013051,0.000596,-0.001285,-0.005836,-0.012381,-0.002674,0.023529,0.01479,-0.003649,-0.006928
Maonan,0.016789,-0.449626,-0.038089,-0.067043,0.126812,0.059961,-0.000411,-0.009952,-0.017973,-0.013565,0.001522,-0.002904,0.000297,-0.006399,0.000322,0.004384,-0.000807,-0.001394,-0.001139,-0.011373,0.011722,0.004575,0.016038,0.001875,0.0011
Maori,0.046667,-0.11577,-0.010559,0.031654,0.090478,-0.01506,-0.001645,-0.001846,-0.016157,-0.013668,0.009419,0.003597,-0.002825,-0.007569,0.016422,0.005171,-0.006128,0.006461,0.004148,-0.003877,0.007362,-0.005688,-0.004067,-0.00253,-0.022513
Maratha,0.035773,-0.093429,-0.16965,0.120018,-0.072189,0.062472,-0.001041,0.015395,0.054958,0.036708,-0.003109,8.6e-05,-0.002782,0.00576,-0.008415,-0.005171,0.00935,-0.001737,-0.002873,0.007504,0.0041,0.002067,-0.000827,0.002496,-0.005098
Mari,0.101303,-0.050776,0.092847,0.061499,-0.029667,0.000669,0.011563,0.018415,-0.003722,-0.039327,0.028288,-0.015226,0.03446,-0.03947,-0.03488,-0.02376,-0.004981,-0.008032,-0.038765,-0.03174,0.016321,0.005292,-0.050679,0.010869,-0.002179
Masai,-0.439073,0.076165,-0.011361,-0.035813,-0.004809,-0.018651,-0.00658,0.004183,0.097941,-0.089979,-0.016848,0.005826,-0.025625,-0.001187,0.011876,-0.018165,0.022915,-0.005638,0.018446,-0.019916,-0.00117,-0.000124,-0.005361,-0.003344,0.004985
Mayan,0.056749,-0.294939,0.110766,0.090256,-0.104855,-0.015698,-0.275835,-0.328635,-0.014083,-0.016037,-0.001717,-0.001006,0.001083,0.019995,-0.008783,0.00375,0.007916,-0.000977,-0.001347,-0.001947,-0.002603,0.005617,0.001004,3.4e-05,0.000359
Mbuti,-0.647426,0.059104,0.025493,0.037404,-0.001108,0.006638,0.366335,-0.293434,0.017712,0.02985,-0.008931,0.219824,0.126451,0.001018,0.010342,-0.001405,0.000939,-0.051866,0.014229,0.003727,0.006114,-0.001855,-0.004388,0.00253,-0.000695
Mende_Sierra_Leone,-0.622612,0.064486,0.022863,0.017038,0.002962,0.009273,-0.022914,0.026883,-0.038808,0.027928,0.005744,-0.005039,0.017784,0.000516,0.010247,-0.007276,0.00942,0.006635,0.001037,-0.000391,0.003057,0.001314,-0.003374,-0.000256,-0.00018
Miao,0.020488,-0.448187,-0.015965,-0.06417,0.086272,0.039416,0.002428,-0.002615,-0.01568,-0.005103,-0.04103,-0.007294,0.003964,-0.000826,-0.001131,0.001193,0.002303,-0.001225,-0.006327,-0.011922,0.013559,0.013148,0.013845,-0.000201,0.006786
Mixe,0.057822,-0.320704,0.123017,0.094381,-0.107343,-0.015562,-0.278206,-0.334048,-0.012026,-0.014688,-0.007113,-0.006564,0.00446,0.020203,-0.008795,0.004004,0.006102,0.000456,-0.000453,-0.003602,0.001173,0.005861,0.003402,-0.001711,-0.001844
Mixtec,0.053269,-0.297144,0.113438,0.091668,-0.100634,-0.018686,-0.26904,-0.321125,-0.012762,-0.014579,-0.005359,-0.005665,-0.000208,0.016157,-0.008469,0.001724,0.005085,0.001799,0.001986,-0.001,-0.002945,0.006529,-0.000739,-0.002482,-0.001317
Mlabri,0.008195,-0.412203,-0.073765,-0.033721,0.139165,0.060017,-0.001739,-0.007984,-0.006913,-0.01611,0.069518,0.008752,-0.012874,0.005188,0.003257,-0.005237,0.000365,-0.005929,-0.003494,0.013506,-0.021599,0.018845,-0.003993,0.005651,0.042296
Mogush,0.052196,-0.330555,0.08496,-0.009321,-0.077311,-0.037073,0.015544,0.01973,0.004383,0.004322,0.000325,-0.00122,-0.001465,-0.012307,-0.001028,-0.001496,-0.002393,0.000262,0.008368,0.012569,-0.024439,-0.001342,-0.004992,-0.002961,-0.001796
Moldovan,0.123932,0.127666,0.040145,0.020065,0.027646,0.008353,0.007173,0.006615,-0.000974,-0.002031,-0.001744,-0.00197,0.005033,0.014087,-0.010887,-0.0037,0.004119,-0.000356,0.003415,-0.001129,-0.004067,0.000271,0.00351,-0.000485,-0.000319
Moldovan_o,0.124295,0.119223,0.054456,0.053037,0.031144,0.016845,0.007849,0.009415,-0.003518,-0.015235,-0.003085,-0.006025,0.013855,0.015441,-0.014576,0.003659,0.009622,-0.000633,0.004123,0.001726,-0.004642,-0.003685,0.006335,0.000868,-0.000479
Mongola,0.031111,-0.423476,0.031175,-0.055556,0.013541,0.002324,0.00799,0.007077,-0.005454,0.004981,-0.06095,-0.003897,0.008176,-0.005138,-0.004705,-0.002431,-0.000913,0.001605,0.002472,0.000792,0.003286,-0.00305,0.003204,0.001526,-0.001197
Mongolian,0.051676,-0.327813,0.063884,-0.026551,-0.045916,-0.02973,0.014242,0.017768,-0.000941,0.008966,-0.03212,-0.003117,-0.000327,-0.000743,0.003257,0.000689,-0.00339,0.000101,0.004223,0.009029,-0.021537,-0.009571,-0.01861,0.000265,0.000742
Montenegrin,0.126344,0.136487,0.039673,0.013889,0.031883,0.007474,0.004512,0.005861,0.000123,0.002515,-0.001429,-0.000659,-0.000684,0.010514,-0.012921,0.002943,0.00871,-0.001343,0.007089,-0.001276,-0.004841,0.001237,0.005497,0.001639,0.00079
Mordovian,0.126596,0.081964,0.073086,0.06511,0.022733,0.020731,0.009583,0.012738,-0.005159,-0.028153,0.000682,-0.009385,0.018318,0.01394,-0.011856,-0.000421,0.003286,-0.001056,0.000422,-0.000862,-0.002534,-0.002896,0.002824,-0.004608,0.001863
Moroccan,-0.085367,0.130213,-0.012822,-0.070881,0.021132,-0.03294,-0.027783,0.009769,0.055403,0.024399,0.009509,-0.009025,0.02699,-0.014466,0.016302,-0.006188,-0.002767,-0.017033,-0.038422,0.009435,-0.009844,-0.029512,0.020911,-0.001125,0.005921
Moroccan_Jew,0.078253,0.142936,-0.017442,-0.061613,0.010848,-0.019104,-0.010575,-0.001731,0.01626,0.023691,0.007916,-0.002847,0.006244,-0.005195,0.005022,0.003282,-0.001662,-0.004402,-0.01279,-0.00544,-0.001653,-0.008532,0.00949,-0.001566,0.001078
Moroccan_North,-0.029973,0.137322,-0.003038,-0.0674,0.028057,-0.031917,-0.024454,0.005051,0.060982,0.032732,0.005909,-0.006552,0.018591,-0.01471,0.01514,-0.010563,0.00126,-0.017983,-0.040747,0.009296,-0.012194,-0.03463,0.021438,-0.005576,0.004397
Moroccan_South,-0.184464,0.119895,0.000731,-0.056929,0.023966,-0.026826,-0.032196,0.01523,0.053815,0.028543,0.006059,-0.006819,0.022736,-0.017332,0.018102,-0.015331,0.001092,-0.018924,-0.040789,0.00852,-0.014825,-0.038456,0.024072,-0.003494,0.005494
Mountain_Jew_Chechnya,0.08992,0.128972,-0.056945,-0.057171,-0.036314,-0.013945,-0.00517,-0.011769,-0.017794,0.000729,0.002923,-0.000899,0.011596,-0.003853,-0.002714,0.012729,-0.001304,0.005194,0.005656,-0.006628,-0.007237,0.004451,-0.007272,0.005543,0.007544
Mozabite,-0.064978,0.135551,-0.003279,-0.071763,0.026025,-0.032836,-0.026066,0.010826,0.061731,0.030346,0.00651,-0.006366,0.021795,-0.016569,0.016316,-0.016176,-0.00271,-0.021928,-0.043557,0.008276,-0.014626,-0.036795,0.024682,-0.004228,0.005659
Mulam,0.01629,-0.448102,-0.034507,-0.067427,0.116272,0.054732,-0.000734,-0.007932,-0.02012,-0.011492,-0.006699,-0.003681,0.002248,-0.006357,-0.00173,0.002229,0.002893,-0.000261,-0.004549,-0.011318,0.013484,0.006098,0.016623,-0.000256,-0.000883
Murut,0.013659,-0.437355,-0.063859,-0.057925,0.149156,0.067678,-0.003055,-0.013153,-0.020248,-0.024784,0.071776,0.009192,-0.012983,0.00156,0.013255,0.010298,0.000522,0.006039,0.004818,-0.007712,-0.004326,-0.024937,-0.006491,-0.003414,-0.044587
Nahua,0.056912,-0.304659,0.109742,0.089471,-0.106789,-0.012271,-0.272377,-0.320756,-0.013703,-0.016037,-0.007632,-0.000899,-0.000297,0.018029,-0.004479,0.012994,0.003129,0.001647,0.003142,-0.003377,-0.005989,0.004822,-0.00419,0.00253,0.00491
Nanai,0.030049,-0.446934,0.086436,-0.041344,-0.06632,-0.048304,0.017908,0.022407,0.012619,0.019445,-0.022572,0.00033,-0.000996,0.002574,-0.007722,-0.00769,-0.001878,0.008589,0.017195,0.016796,0.008797,-0.030307,-0.014272,0.004543,0.002167
Nasoi,-0.030277,-0.270943,-0.187919,0.185532,0.15409,-0.287397,0.003361,-0.001015,-0.018714,-0.00698,0.011432,0.000105,-0.000862,0.000151,-0.000706,-0.001856,-0.000313,0.001596,0.002137,-7.5e-05,0.001685,-0.005317,-0.003439,-0.002217,-0.013196
Naxi,0.021626,-0.435256,-0.002036,-0.051163,0.051456,0.020917,0.006251,0.0042,-0.002086,0.006378,-0.069957,-0.008722,0.009366,-0.003468,-0.006732,-0.005887,0.001382,-0.000152,-0.008673,2e-04,0.00564,0.022752,0.010402,0.001856,0.028117
Negidal,0.028456,-0.452249,0.09516,-0.03833,-0.08063,-0.051223,0.013239,0.017153,0.012408,0.013121,-0.011367,0.001299,-0.005352,-0.001284,-0.011084,-0.007955,-0.00126,0.011993,0.024679,0.018759,0.018176,-0.038332,-0.013763,0.011568,0.003393
Nenets,0.069546,-0.26485,0.129352,0.038502,-0.11316,-0.04981,0.017015,0.027853,0.011944,-0.014342,0.073416,0.002548,0.010168,-0.056673,-0.023792,-0.01253,-0.003286,0.006322,0.008698,-0.008929,0.008809,0.017015,0.030097,-0.00535,-0.001365
Newar,0.036912,-0.243002,-0.074885,0.039499,-0.020575,0.03777,0.001914,0.010318,0.021533,0.019942,-0.043636,-0.002676,0.007858,9.8e-05,-0.010644,-0.007842,-0.000633,-0.003565,-0.006536,0.004895,-0.001337,0.013849,0.003557,-0.000327,0.013771
Nganassan,0.047692,-0.406618,0.155789,0.00239,-0.159445,-0.088213,0.028507,0.043337,0.031088,0.012848,0.102857,0.009412,-0.004073,-0.026162,-0.021973,-0.012331,-0.001095,0.013416,0.026837,-0.00085,0.043136,-0.011895,0.03361,0.000398,0.013556
Ngumba,-0.630011,0.062963,0.020176,0.020672,0.001077,0.008925,-0.007285,0.013499,-0.029758,0.017404,0.004141,-0.009891,-0.002825,0.000275,-0.002986,0.003779,0.000978,-0.003294,-0.001068,0.006816,0.004617,-0.001978,-0.005546,-0.001084,-0.000359
Nivkh,0.028203,-0.440965,0.071527,-0.036715,-0.056489,-0.037031,0.002481,0.005538,0.010453,0.018568,-0.032875,-8.3e-05,0.00109,0.001621,-0.014477,-0.008662,0.002043,0.010783,0.024455,0.015341,0.019549,-0.04604,-0.018309,0.008904,-0.015182
Nogai,0.07676,-0.154805,0.04212,-0.0022,-0.027371,-0.010737,0.01059,0.012447,-0.010789,-0.005285,-0.018634,-0.002782,0.001384,-0.001815,0.003071,-0.000638,-0.000277,-0.001053,-0.000605,0.004807,-0.009241,-0.001793,-0.009737,0.00067,-0.001444
North_Kannadi,0.028835,-0.117463,-0.174104,0.130816,-0.066987,0.06461,0,0.014153,0.065652,0.0424,-0.003789,-0.001049,0.002131,0.005551,-0.012939,-0.014894,0.003347,-0.000253,-0.002388,0.011631,0.004534,0.008903,-0.000123,0.003695,-0.005828
North_Ossetian,0.103579,0.087336,-0.03017,-0.023902,-0.040521,0.005299,0.012377,-0.001461,-0.05379,-0.030555,-0.002598,0.007493,-0.018335,-0.002385,0.010903,-0.020198,0.003564,-0.006292,-0.013952,0.016633,0.00678,0.001649,-0.001479,-0.009037,-0.002994
Norwegian,0.133823,0.127957,0.067936,0.053434,0.038644,0.021036,0.004197,0.006297,0.005727,0.000391,-0.003735,0.003682,-0.007518,-0.011698,0.021075,0.009395,-0.00542,0.002606,0.000682,0.00075,0.005633,0.005564,0.004278,0.017731,0.001095
Ogiek,-0.433666,0.075149,-0.009051,-0.038114,0.004924,-0.018407,0.001058,-0.000808,0.091831,-0.07745,-0.010799,0.007718,-0.022819,0.00172,0.008618,-0.017701,0.009583,0.002597,0.008799,-0.013819,0.006114,0.003586,-0.003944,-0.003434,0.001138
Onge,-0.022524,-0.244528,-0.132429,0.095965,0.029933,-0.004756,-0.007644,0.007579,0.054823,0.024439,0.023495,0.003218,-0.004061,0.008475,-0.012693,-0.011145,0.010918,-0.00162,-0.005981,0.02883,-0.003711,0.00969,-0.012824,-0.001123,0.004342
Orcadian,0.130669,0.134253,0.062979,0.04845,0.038715,0.017542,0.001786,0.003923,0.005031,0.001786,-0.006837,0.004811,-0.011908,-0.010831,0.022353,0.003036,-0.012386,0.003471,0.002677,3e-04,0.004954,0.00225,-0.002157,0.010038,-0.000599
Oroqen,0.030732,-0.437016,0.070899,-0.041452,-0.04647,-0.03607,0.019114,0.023537,0.007363,0.014214,-0.027119,-0.002148,-0.001734,0.000229,-0.008188,-0.012463,-0.005215,0.005743,0.010642,0.009379,0.011189,-0.014055,-0.0053,0.001406,0.005548
Ossetian,0.107942,0.098676,-0.037083,-0.026594,-0.035801,-0.002138,0.008656,-0.002384,-0.062107,-0.02849,-0.002679,0.009666,-0.022051,0.00445,0.004207,-0.021258,0.003868,-0.005785,-0.013031,0.016904,0.009171,0.000185,-0.002157,-0.010283,-0.00014
Palestinian,0.045529,0.134253,-0.047329,-0.078005,-0.012649,-0.02973,-0.006228,-0.001985,0.016751,-0.00031,0.008184,-0.009636,0.020307,-0.001321,-0.00095,0.009745,-0.002008,-0.001761,8.8e-05,0.002539,0.001135,0.00528,-0.00016,0.002398,0.001844
Palestinian_Beit_Sahour,0.087644,0.146744,-0.054117,-0.084949,-0.015695,-0.023148,-0.005405,-0.005077,0.01176,0.010296,0.00341,-0.00577,0.010927,-0.00523,-0.004886,0.014452,0.009844,0.001964,-0.000126,-0.001126,-0.001685,0.003895,0.003513,0.005362,0.003353
Pallan,0.027944,-0.112064,-0.18313,0.122111,-0.072691,0.062416,-0.00282,0.015911,0.063188,0.040466,-0.003077,-0.000502,-0.000305,0.006406,-0.010817,-0.009474,0.006747,-0.000133,-0.000176,0.008379,0.006538,0.003104,-0.001571,0.00091,-0.004802
Paniya,0.008564,-0.165048,-0.186369,0.138014,-0.048683,0.052617,-0.005584,0.016791,0.086475,0.054801,0.004864,0.000285,-0.003009,0.014097,-0.022678,-0.027421,0.010611,-0.000597,-0.003304,0.028037,0.007386,0.013001,-0.009414,0.006289,-0.00755
Papuan,-0.045985,-0.241087,-0.263758,0.309242,0.206931,-0.509589,-0.001974,0.007015,-0.041273,-0.011955,-0.018902,0.000869,0.001397,-0.00311,0.000163,-0.000318,-0.00219,-0.00185,-0.001081,-0.001526,0.002346,0.001805,0.001232,0.001832,0.001605
Parsi_India,0.07936,0.065784,-0.092227,0.002764,-0.052642,0.014363,0.003525,9e-05,-0.010862,-0.007381,-0.001678,-0.003164,0.006012,-0.001024,0.003928,0.009679,-0.002883,0.002548,0.00301,-0.007983,-0.000548,-0.00349,-0.000603,-0.002551,0.002994
Parsi_Pakistan,0.080666,0.067599,-0.089443,0.002514,-0.052799,0.013362,0.001778,0.000141,-0.011258,-0.008898,-0.000607,-0.002685,0.006321,-0.001879,0.004561,0.00893,-0.004427,0.00168,0.002437,-0.008515,0,-0.004333,-0.001581,-0.002158,0.00188
Pashtun,0.077514,0.013811,-0.087115,0.058883,-0.06392,0.037343,0.005053,0.004569,-0.013396,-0.010187,-0.003767,0.000285,0.000505,-0.006785,0.009636,0.010236,-0.004498,0.001888,0.001823,-0.010955,-0.003282,-0.006529,-0.00122,-0.00253,0.004419
Piapoco,0.051505,-0.319892,0.120207,0.101099,-0.111482,-0.014502,-0.306748,-0.365177,-0.01038,-0.015855,-0.004425,0.001349,0.000557,0.024772,-0.004547,0.003945,0.007921,-0.003231,-0.000189,-0.001626,-0.002059,0.006275,-0.004129,-0.001657,-0.005808
Pima,0.051676,-0.312783,0.107706,0.09057,-0.107343,-0.015953,-0.269933,-0.327309,-0.012517,-0.017713,-0.003248,-0.002218,0.005382,0.019487,-0.00912,0.010952,0.006258,0.006436,0.004626,-0.003152,-0.002496,0.004451,-0.001972,0.003181,0.003329
Piramalai,0.036802,-0.087336,-0.179132,0.116604,-0.079297,0.061077,-0.000705,0.013384,0.048881,0.028064,-0.002815,-0.003747,-0.00218,0.007523,-0.00855,-0.013347,-0.004868,0.001267,-0.001173,0.001126,0.005324,-0.001607,-0.001232,0.000683,-0.006267
Polish,0.13184,0.12927,0.069868,0.057738,0.040676,0.021713,0.008678,0.010863,-0.000933,-0.018553,-0.004349,-0.006419,0.013093,0.018629,-0.007024,-0.00056,0.001546,-7.4e-05,0.002695,0.001287,-0.003129,-0.003119,0.005606,-0.003333,-8.8e-05
Portuguese,0.106174,0.144611,0.036007,-0.004432,0.042137,-0.004049,-0.003741,0.00276,0.025598,0.029741,-0.000734,0.007421,-0.012737,-0.011263,0.012557,-0.000398,-0.001132,-0.000887,-0.005762,-0.000245,0.001138,-0.002572,0.001301,-0.001133,-0.000105
